Geneid	/blue/jkim6/share/braskey/data/ref5/HISAT2/R52.sam
AT3G04560	343.93
AT3G04570	1
AT3G04580	692
AT3G04590	731
AT3G04600	1264
AT3G04610	804
AT3G04620	48
AT3G04630	398.33
AT3G04640	573.50
AT3G04650	927.00
AT3G04660	1
AT3G04670	726
AT3G04680	336
AT3G04690	62
AT3G04700	14.50
AT3G04710	278
AT3G04720	3213
AT3G04721	0
AT3G04730	1884
AT3G04732	0
AT3G04735	0
AT3G04740	740
AT3G04750	109
AT3G04760	1823.50
AT3G04765	0
AT3G04770	119
AT3G04780	537.50
AT3G04790	10181.42
AT3G04800	5
AT3G04810	468.83
AT3G04820	204.83
AT3G04830	1166.50
AT3G04840	6925.97
AT3G04850	30
AT3G04854	8
AT3G04855	0
AT3G04860	125
AT3G04870	2360.00
AT3G04880	911
AT3G04890	542.50
AT3G04900	5
AT3G04903	0
AT3G04910	2640.50
AT3G04920	2587
AT3G04930	797
AT3G04940	882.50
AT3G04943	0
AT3G04945	3
AT3G04950	60
AT3G04960	19
AT3G04970	233.50
AT3G04980	60
AT3G04990	0
AT3G04997	0
AT3G05000	434.50
AT3G05010	363.50
AT3G05020	211.50
AT3G05030	396
AT3G05040	418
AT3G05050	718
AT3G05060	1003.00
AT3G05070	518.50
AT3G05080	25.50
AT3G05090	1206.50
AT3G05100	420
AT3G05110	1
AT3G05120	494
AT3G05130	109
AT3G05140	18
AT3G05150	1
AT3G05152	0
AT3G05155	2
AT3G05160	550.15
AT3G05165	805.10
AT3G05170	105
AT3G05180	274
AT3G05190	76
AT3G05193	0
AT3G05200	752.50
AT3G05210	374.50
AT3G05220	2208.33
AT3G05230	575.50
AT3G05240	20
AT3G05250	174.50
AT3G05260	2.50
AT3G05270	555.50
AT3G05280	565.50
AT3G05290	355
AT3G05300	0
AT3G05310	0
AT3G05320	237
AT3G05327	8
AT3G05330	128.50
AT3G05340	121
AT3G05345	471
AT3G05350	1710.50
AT3G05360	96
AT3G05370	170.50
AT3G05380	516
AT3G05390	8
AT3G05400	23
AT3G05410	392.50
AT3G05420	1391.50
AT3G05425	0
AT3G05430	70
AT3G05440	0
AT3G05450	0
AT3G05460	0
AT3G05470	128
AT3G05480	57
AT3G05490	843
AT3G05500	1091.50
AT3G05510	168
AT3G05520	566
AT3G05525	0
AT3G05530	2828.70
AT3G05540	0
AT3G05545	1284
AT3G05550	22
AT3G05560	2993.50
AT3G05570	153
AT3G05580	406.50
AT3G05590	6619.75
AT3G05600	137
AT3G05602	0
AT3G05610	0
AT3G05620	22
AT3G05625	582.25
AT3G05630	104
AT3G05640	149.50
AT3G05650	558.83
AT3G05660	170
AT3G05670	486.50
AT3G05675	85
AT3G05680	925.00
AT3G05685	28
AT3G05690	305
AT3G05700	324
AT3G05710	649.50
AT3G05720	1
AT3G05725	0
AT3G05727	185.50
AT3G05730	1257
AT3G05740	87
AT3G05741	0
AT3G05746	0
AT3G05750	340.50
AT3G05755	0
AT3G05760	513
AT3G05770	13.50
AT3G05780	0
AT3G05790	18
AT3G05800	286.67
AT3G05810	126
AT3G05820	7
AT3G05830	237
AT3G05835	0
AT3G05840	2666
AT3G05858	0
AT3G05860	0
AT3G05870	495.17
AT3G05880	1800.67
AT3G05890	79
AT3G05900	370.33
AT3G05905	350.33
AT3G05910	1559.00
AT3G05920	0
AT3G05930	30.17
AT3G05932	44.67
AT3G05935	111.83
AT3G05936	39.50
AT3G05937	32
AT3G05940	207
AT3G05950	0
AT3G05960	0
AT3G05970	3167.00
AT3G05975	1
AT3G05980	63
AT3G05990	286.50
AT3G06000	0
AT3G06010	512.50
AT3G06019	5
AT3G06020	47
AT3G06030	144
AT3G06035	289
AT3G06040	710
AT3G06050	1960.50
AT3G06060	491.50
AT3G06070	473
AT3G06080	1027.50
AT3G06090	0
AT3G06100	17
AT3G06105	0
AT3G06110	330
AT3G06120	24
AT3G06125	742.50
AT3G06130	476
AT3G06140	135
AT3G06142	0
AT3G06145	290.50
AT3G06150	690
AT3G06160	91.00
AT3G06170	766
AT3G06180	100.50
AT3G06190	701
AT3G06200	387.50
AT3G06210	169
AT3G06220	11
AT3G06230	0
AT3G06240	189
AT3G06250	353
AT3G06260	7
AT3G06270	241
AT3G06280	0
AT3G06290	507
AT3G06300	515.50
AT3G06310	529
AT3G06320	139
AT3G06330	407.50
AT3G06335	0
AT3G06340	297.50
AT3G06350	1420
AT3G06360	17
AT3G06370	113
AT3G06380	727.50
AT3G06390	1
AT3G06400	1260.25
AT3G06410	573.50
AT3G06420	152
AT3G06430	741.50
AT3G06435	14
AT3G06440	331
AT3G06450	1137.50
AT3G06455	48
AT3G06460	0
AT3G06470	393
AT3G06480	565.50
AT3G06483	2146
AT3G06490	3
AT3G06500	1222
AT3G06510	3143.33
AT3G06520	79.50
AT3G06530	654.50
AT3G06540	721.50
AT3G06545	0
AT3G06550	1717.50
AT3G06560	0
AT3G06570	183
AT3G06580	1255
AT3G06590	447
AT3G06600	16
AT3G06610	473
AT3G06620	596.50
AT3G06630	63.83
AT3G06640	5
AT3G06650	2421
AT3G06660	223
AT3G06665	0
AT3G06670	1317.75
AT3G06680	464.50
AT3G06690	46
AT3G06700	2867
AT3G06710	25
AT3G06720	1592
AT3G06730	715.50
AT3G06740	325.50
AT3G06750	484.50
AT3G06760	455.50
AT3G06770	718.50
AT3G06778	46.50
AT3G06780	207.75
AT3G06790	343.25
AT3G06810	937.50
AT3G06820	406
AT3G06830	38.50
AT3G06840	58
AT3G06850	411.75
AT3G06860	2129.25
AT3G06868	184.50
AT3G06870	182.50
AT3G06880	917.50
AT3G06890	108
AT3G06895	0
AT3G06900	0
AT3G06910	148
AT3G06920	129
AT3G06930	496
AT3G06950	348
AT3G06960	472.50
AT3G06962	1
AT3G06970	0
AT3G06980	1656.17
AT3G06985	0
AT3G06990	10
AT3G07000	27
AT3G07005	0
AT3G07010	1149
AT3G07020	616
AT3G07025	0
AT3G07030	291
AT3G07040	343
AT3G07050	532
AT3G07055	0
AT3G07060	231
AT3G07070	0
AT3G07080	322.50
AT3G07090	867
AT3G07100	2944.50
AT3G07110	2898
AT3G07115	0
AT3G07120	11.50
AT3G07130	75.50
AT3G07140	627.50
AT3G07150	7
AT3G07160	2693
AT3G07170	537.67
AT3G07180	718.83
AT3G07185	0
AT3G07190	166
AT3G07195	273
AT3G07200	149
AT3G07210	170
AT3G07215	106
AT3G07220	413.25
AT3G07230	1420.50
AT3G07250	2
AT3G07260	7.75
AT3G07270	1158.50
AT3G07273	58
AT3G07290	31
AT3G07300	569.50
AT3G07310	774.50
AT3G07320	559
AT3G07330	951.50
AT3G07340	276
AT3G07350	95
AT3G07360	857.50
AT3G07370	465
AT3G07380	0
AT3G07390	5457.83
AT3G07400	512
AT3G07410	182
AT3G07420	97
AT3G07425	4
AT3G07430	2359.50
AT3G07440	244
AT3G07450	0.50
AT3G07460	2599.50
AT3G07470	2646
AT3G07480	2269.50
AT3G07490	0
AT3G07500	39
AT3G07510	201.50
AT3G07520	609.50
AT3G07522	1
AT3G07525	170.50
AT3G07530	46
AT3G07540	207
AT3G07550	216.50
AT3G07560	1701.50
AT3G07565	308
AT3G07568	458
AT3G07570	518
AT3G07580	201
AT3G07590	182.33
AT3G07600	52.83
AT3G07610	508.50
AT3G07620	0
AT3G07630	692
AT3G07640	498
AT3G07650	1265
AT3G07660	1235.50
AT3G07670	1129
AT3G07680	2020
AT3G07690	306.50
AT3G07700	2521
AT3G07710	0
AT3G07720	1199.50
AT3G07730	70
AT3G07740	201
AT3G07750	119
AT3G07760	629.50
AT3G07770	1005.50
AT3G07780	1678.50
AT3G07790	1037.50
AT3G07800	462.50
AT3G07810	1389
AT3G07820	0
AT3G07830	1
AT3G07840	0
AT3G07850	0
AT3G07860	155
AT3G07870	463.50
AT3G07880	804
AT3G07890	692
AT3G07900	0.50
AT3G07910	403.50
AT3G07920	1
AT3G07930	126.33
AT3G07940	305.50
AT3G07950	676.50
AT3G07960	63
AT3G07970	15
AT3G07980	435
AT3G07990	236.50
AT3G08000	67.50
AT3G08010	1546.17
AT3G08020	454.17
AT3G08030	2200.83
AT3G08040	21
AT3G08490	1
AT3G08500	6
AT3G08505	155
AT3G08510	2643
AT3G08520	475
AT3G08530	7255.33
AT3G08550	925
AT3G08560	0
AT3G08570	40.50
AT3G08580	28746.58
AT3G08590	3712.17
AT3G08600	413.50
AT3G08610	2301.50
AT3G08620	144.50
AT3G08630	265.50
AT3G08636	1
AT3G08640	1200
AT3G08650	1552.50
AT3G08660	14
AT3G08670	393.50
AT3G08680	885.50
AT3G08690	842.00
AT3G08700	0
AT3G08710	504.50
AT3G08720	549
AT3G08730	1107.50
AT3G08740	5134.50
AT3G08750	0
AT3G08760	767
AT3G08762	0
AT3G08770	772.50
AT3G08780	336
AT3G08790	0.50
AT3G08800	122
AT3G08810	0
AT3G08820	30
AT3G08840	562.50
AT3G08850	1746.00
AT3G08860	283
AT3G08870	342.50
AT3G08880	127.50
AT3G08890	197.50
AT3G08900	21
AT3G08910	240
AT3G08920	819.25
AT3G08930	1698.50
AT3G08940	10347.25
AT3G08943	953
AT3G08947	228.25
AT3G08950	282
AT3G08960	756.50
AT3G08970	397.50
AT3G08980	114.50
AT3G08990	108.50
AT3G09000	514.50
AT3G09010	661
AT3G09020	363
AT3G09030	405.50
AT3G09032	51
AT3G09035	209
AT3G09040	52
AT3G09050	792.50
AT3G09060	44
AT3G09070	184.50
AT3G09080	12
AT3G09085	122.50
AT3G09090	1167.50
AT3G09100	892.50
AT3G09110	0
AT3G09120	0
AT3G09130	0
AT3G09140	0
AT3G09150	224
AT3G09160	50.50
AT3G09162	43.50
AT3G09180	513.50
AT3G09190	26.50
AT3G09200	9879.83
AT3G09210	1413
AT3G09220	0
AT3G09230	75
AT3G09240	10
AT3G09250	820.50
AT3G09260	2966.50
AT3G09270	524.50
AT3G09280	20
AT3G09285	0
AT3G09290	0
AT3G09300	997.83
AT3G09310	124.33
AT3G09320	280
AT3G09330	3.67
AT3G09340	0.83
AT3G09350	332
AT3G09360	226.50
AT3G09370	202.50
AT3G09380	0
AT3G09390	16298.83
AT3G09400	0
AT3G09405	158.25
AT3G09410	550.92
AT3G09430	34
AT3G09440	8721.50
AT3G09450	22
AT3G09470	606.50
AT3G09480	46
AT3G09490	225
AT3G09500	4571.17
AT3G09505	0
AT3G09510	0
AT3G09520	282
AT3G09530	0
AT3G09540	209
AT3G09550	39.50
AT3G09560	484
AT3G09570	799.50
AT3G09580	763.50
AT3G09585	0
AT3G09590	2
AT3G09595	1
AT3G09600	428.50
AT3G09620	0
AT3G09630	4919.42
AT3G09640	0
AT3G09650	610
AT3G09660	81
AT3G09670	176
AT3G09680	0
AT3G09690	412.83
AT3G09700	180.50
AT3G09710	110
AT3G09720	185
AT3G09730	36
AT3G09735	685.50
AT3G09740	1824.50
AT3G09750	0
AT3G09760	397
AT3G09770	511.50
AT3G09780	19
AT3G09790	37.50
AT3G09800	196
AT3G09810	1050.50
AT3G09820	5705.33
AT3G09830	1290.50
AT3G09840	11463.50
AT3G09850	905
AT3G09860	1745.50
AT3G09863	1
AT3G09870	6
AT3G09880	449.50
AT3G09890	222
AT3G09900	419
AT3G09910	38
AT3G09920	662.50
AT3G09922	0
AT3G09925	0
AT3G09930	0
AT3G09940	715
AT3G09950	0
AT3G09960	85
AT3G09970	785
AT3G09975	0
AT3G09980	774
AT3G09990	0
AT3G10000	12
AT3G10010	451
AT3G10015	0
AT3G10020	720
AT3G10030	451.50
AT3G10035	0
AT3G10040	59.50
AT3G10050	609.50
AT3G10060	2009.00
AT3G10070	328.50
AT3G10080	210
AT3G10090	246.50
AT3G10110	113
AT3G10113	10
AT3G10116	0
AT3G10120	36.50
AT3G10130	871.00
AT3G10140	235.50
AT3G10150	33.50
AT3G10160	1011.50
AT3G10180	74.50
AT3G10185	47
AT3G10190	168
AT3G10195	0
AT3G10200	77
AT3G10210	352
AT3G10220	435
AT3G10230	1395
AT3G10240	0
AT3G10250	329.50
AT3G10260	711
AT3G10270	1040.50
AT3G10280	2
AT3G10290	18
AT3G10300	935
AT3G10310	65.50
AT3G10320	106
AT3G10330	381.50
AT3G10340	135
AT3G10350	1402.50
AT3G10360	600
AT3G10370	928
AT3G10380	2308.50
AT3G10390	278
AT3G10400	91.50
AT3G10405	731.33
AT3G10410	3365.50
AT3G10415	0
AT3G10420	1408.50
AT3G10430	0
AT3G10439	0
AT3G10440	132
AT3G10450	271.50
AT3G10460	0
AT3G10470	3
AT3G10480	530.50
AT3G10490	513.50
AT3G10500	759
AT3G10510	0
AT3G10520	1452.50
AT3G10525	903
AT3G10526	0
AT3G10530	277
AT3G10540	481.50
AT3G10550	209
AT3G10560	0
AT3G10570	149
AT3G10572	196.50
AT3G10580	0
AT3G10585	0
AT3G10590	8
AT3G10595	0
AT3G10600	19
AT3G10610	508
AT3G10620	415
AT3G10630	225
AT3G10640	888
AT3G10650	1212
AT3G10660	185.50
AT3G10670	1590.50
AT3G10680	11
AT3G10690	1176.83
AT3G10700	292
AT3G10710	0
AT3G10720	2104
AT3G10730	360
AT3G10740	730
AT3G10745	0
AT3G10750	2
AT3G10760	480
AT3G10770	1391
AT3G10780	2
AT3G10790	3
AT3G10800	753.83
AT3G10810	546.33
AT3G10815	141
AT3G10820	176.50
AT3G10840	586
AT3G10845	0
AT3G10850	2463
AT3G10860	1015.50
AT3G10870	174.50
AT3G10880	16
AT3G10890	0
AT3G10900	0
AT3G10910	8.50
AT3G10912	8.50
AT3G10915	340.50
AT3G10920	3713.33
AT3G10930	63
AT3G10940	974.50
AT3G10950	0
AT3G10960	265
AT3G10970	2121
AT3G10974	0
AT3G10980	537.50
AT3G10985	2308
AT3G10986	0.50
AT3G10990	0
AT3G11000	165.67
AT3G11010	6009.33
AT3G11020	74
AT3G11030	263.50
AT3G11040	134.50
AT3G11050	30
AT3G11060	0
AT3G11070	661
AT3G11080	263.50
AT3G11090	435
AT3G11100	320
AT3G11110	228
AT3G11120	470
AT3G11130	6809
AT3G11150	1
AT3G11160	0
AT3G11165	0
AT3G11170	7324.83
AT3G11180	4
AT3G11200	1247.50
AT3G11210	154
AT3G11220	214
AT3G11230	583
AT3G11240	122
AT3G11250	698
AT3G11260	2
AT3G11270	444.50
AT3G11280	912.50
AT3G11285	0
AT3G11290	302.50
AT3G11300	0
AT3G11310	0.50
AT3G11320	620.50
AT3G11325	0
AT3G11330	516.50
AT3G11340	645
AT3G11350	0
AT3G11370	0
AT3G11380	0
AT3G11385	0
AT3G11390	5
AT3G11395	1.33
AT3G11397	276.83
AT3G11400	1867.17
AT3G11402	425.50
AT3G11405	0
AT3G11410	1616.75
AT3G11415	3.50
AT3G11420	520
AT3G11430	4
AT3G11435	0
AT3G11440	81
AT3G11450	1127.20
AT3G11460	31
AT3G11470	160.50
AT3G11480	4
AT3G11490	269
AT3G11500	449
AT3G11505	0
AT3G11510	3962.00
AT3G11520	71
AT3G11530	371.50
AT3G11540	724.50
AT3G11550	0.50
AT3G11560	2228.83
AT3G11570	302.33
AT3G11580	68.50
AT3G11590	527
AT3G11591	35.50
AT3G11600	93
AT3G11620	256.00
AT3G11630	18138.33
AT3G11640	53.67
AT3G11650	381.67
AT3G11660	1885.17
AT3G11670	740
AT3G11680	0
AT3G11690	115.50
AT3G11700	2705.00
AT3G11710	2339.50
AT3G11720	269
AT3G11730	683.50
AT3G11740	2
AT3G11745	41
AT3G11750	45
AT3G11760	164
AT3G11770	372.50
AT3G11773	0
AT3G11780	996.50
AT3G11800	913
AT3G11810	650.50
AT3G11820	2284.83
AT3G11825	0
AT3G11830	1755.83
AT3G11840	427
AT3G11850	268.50
AT3G11860	4.25
AT3G11870	0
AT3G11880	693.50
AT3G11890	236.75
AT3G11900	272.50
AT3G11910	2252.00
AT3G11920	1.50
AT3G11930	2164.33
AT3G11940	4165.50
AT3G11945	1531.50
AT3G11950	148
AT3G11960	710
AT3G11964	780
AT3G11980	0
AT3G11990	0
AT3G12000	0
AT3G12010	449.08
AT3G12012	449.08
AT3G12020	536.50
AT3G12030	275.50
AT3G12040	164
AT3G12050	854.50
AT3G12060	7
AT3G12070	69.50
AT3G12080	1562.50
AT3G12090	26
AT3G12100	386.50
AT3G12110	505.33
AT3G12120	7755.50
AT3G12130	499
AT3G12140	528.50
AT3G12145	398
AT3G12150	204
AT3G12160	1
AT3G12170	75
AT3G12180	171.50
AT3G12190	1
AT3G12200	643.50
AT3G12203	1
AT3G12210	262
AT3G12220	252.17
AT3G12230	16.83
AT3G12240	0
AT3G12250	201
AT3G12260	1668.67
AT3G12270	173
AT3G12280	990.50
AT3G12290	3241.50
AT3G12300	266
AT3G12320	194
AT3G12340	88
AT3G12345	2154.50
AT3G12350	378.50
AT3G12360	1142
AT3G12370	314
AT3G12380	265
AT3G12385	0
AT3G12390	1288.33
AT3G12400	715.50
AT3G12410	3
AT3G12420	0
AT3G12430	0
AT3G12440	0
AT3G12460	19
AT3G12470	0
AT3G12480	538.50
AT3G12490	2300.00
AT3G12500	114.50
AT3G12502	33.50
AT3G12510	43
AT3G12520	212.17
AT3G12530	71
AT3G12540	0
AT3G12545	3
AT3G12550	195.50
AT3G12560	772.00
AT3G12570	942.50
AT3G12580	263
AT3G12585	3
AT3G12587	123
AT3G12590	546.50
AT3G12600	450.33
AT3G12610	1225.50
AT3G12620	1210.50
AT3G12630	1955.52
AT3G12640	481.50
AT3G12650	243
AT3G12660	0
AT3G12670	823.00
AT3G12680	391.50
AT3G12685	302.50
AT3G12690	99
AT3G12700	367
AT3G12710	131.50
AT3G12720	0
AT3G12730	80
AT3G12740	2423.33
AT3G12750	153.83
AT3G12760	1127.75
AT3G12770	45
AT3G12775	1.50
AT3G12780	35020.67
AT3G12800	2702.50
AT3G12810	509
AT3G12820	36
AT3G12830	523.75
AT3G12835	8
AT3G12840	0
AT3G12850	0
AT3G12860	38
AT3G12870	84
AT3G12880	4
AT3G12890	9
AT3G12900	1
AT3G12910	55
AT3G12915	173
AT3G12920	343
AT3G12930	1362.50
AT3G12940	155.50
AT3G12950	709
AT3G12955	0
AT3G12960	0
AT3G12965	457.50
AT3G12970	19
AT3G12977	5
AT3G12980	617.50
AT3G12990	185
AT3G13000	430
AT3G13010	0
AT3G13020	27
AT3G13030	370.50
AT3G13040	883
AT3G13050	412
AT3G13060	912.33
AT3G13061	273.33
AT3G13062	1291
AT3G13065	85
AT3G13070	1335
AT3G13080	3309.50
AT3G13090	50
AT3G13100	707.50
AT3G13110	1595.50
AT3G13120	6965.50
AT3G13130	10
AT3G13140	2
AT3G13150	107
AT3G13160	319.83
AT3G13170	3
AT3G13175	119
AT3G13180	738.50
AT3G13190	159
AT3G13200	1157.25
AT3G13210	13
AT3G13220	0
AT3G13222	453
AT3G13223	0
AT3G13224	260.50
AT3G13225	354
AT3G13226	348.50
AT3G13227	0
AT3G13228	0
AT3G13229	1
AT3G13230	356
AT3G13235	1453.00
AT3G13240	34
AT3G13275	39
AT3G13277	34
AT3G13280	0
AT3G13290	586
AT3G13300	2789.33
AT3G13310	1613.83
AT3G13320	731
AT3G13330	4075.17
AT3G13335	0
AT3G13340	911
AT3G13350	320.50
AT3G13360	581
AT3G13370	0
AT3G13380	980
AT3G13390	1.67
AT3G13400	1
AT3G13403	26.00
AT3G13404	22.50
AT3G13405	10.50
AT3G13410	4429.08
AT3G13420	30
AT3G13430	318
AT3G13432	0
AT3G13433	173
AT3G13435	9
AT3G13437	152
AT3G13440	504
AT3G13445	391.50
AT3G13450	279
AT3G13460	7692.17
AT3G13470	4540.75
AT3G13480	278
AT3G13490	1537.50
AT3G13500	0
AT3G13510	358.50
AT3G13520	1439.33
AT3G13525	0
AT3G13530	899
AT3G13540	30
AT3G13550	226
AT3G13560	1545.25
AT3G13570	550
AT3G13580	894.25
AT3G13590	9
AT3G13594	0
AT3G13600	64
AT3G13610	848
AT3G13620	136
AT3G13630	0
AT3G13640	16
AT3G13650	80
AT3G13660	2
AT3G13662	0
AT3G13670	2339.08
AT3G13672	434.08
AT3G13674	53
AT3G13677	58
AT3G13680	0
AT3G13682	61
AT3G13686	0
AT3G13690	725.50
AT3G13700	77.50
AT3G13710	77.50
AT3G13720	630
AT3G13724	0
AT3G13730	134
AT3G13740	628
AT3G13750	5471.50
AT3G13760	4
AT3G13770	47
AT3G13772	1274.50
AT3G13780	86
AT3G13782	38.50
AT3G13784	10.25
AT3G13790	1674.75
AT3G13800	252.50
AT3G13810	441
AT3G13820	0
AT3G13830	0
AT3G13840	6
AT3G13845	196
AT3G13850	26
AT3G13855	7.83
AT3G13857	0.83
AT3G13860	492.33
AT3G13870	2998.50
AT3G13880	85
AT3G13882	569.00
AT3G13890	0
AT3G13898	0
AT3G13900	11
AT3G13910	598.00
AT3G13920	7973.75
AT3G13930	2857.00
AT3G13940	265.17
AT3G13950	655
AT3G13960	84
AT3G13970	34
AT3G13980	219.50
AT3G13990	972
AT3G14000	129
AT3G14010	1002.50
AT3G14020	112
AT3G14030	0
AT3G14040	0
AT3G14050	1912.67
AT3G14060	33
AT3G14067	5265.00
AT3G14070	69
AT3G14075	389
AT3G14080	330
AT3G14090	506.33
AT3G14100	1921.75
AT3G14110	2072.50
AT3G14120	492
AT3G14130	495.50
AT3G14140	7
AT3G14150	326.50
AT3G14160	146.50
AT3G14170	28
AT3G14172	429.50
AT3G14180	479
AT3G14185	0
AT3G14190	58
AT3G14200	404
AT3G14205	1019
AT3G14210	21142.43
AT3G14220	823.50
AT3G14225	4
AT3G14230	1631.33
AT3G14240	1201
AT3G14250	0
AT3G14260	0
AT3G14270	1698
AT3G14280	340.33
AT3G14290	1280.50
AT3G14300	0.50
AT3G14310	7969.50
AT3G14320	0
AT3G14330	303.50
AT3G14340	164
AT3G14350	1586.50
AT3G14360	29.50
AT3G14362	1
AT3G14370	21
AT3G14380	3
AT3G14385	0
AT3G14390	737.50
AT3G14395	29.50
AT3G14400	1266.17
AT3G14410	335.50
AT3G14415	18174.66
AT3G14420	25845.08
AT3G14430	345.50
AT3G14431	0
AT3G14440	154.50
AT3G14450	41.50
AT3G14452	0.50
AT3G14460	136
AT3G14470	393.50
AT3G14475	31
AT3G14480	0
AT3G14490	0
AT3G14510	0
AT3G14520	0
AT3G14530	1
AT3G14540	20
AT3G14550	26
AT3G14560	149
AT3G14570	85
AT3G14580	32
AT3G14590	77
AT3G14595	672.50
AT3G14600	1906.33
AT3G14610	76
AT3G14620	3504.17
AT3G14630	5
AT3G14640	8
AT3G14650	2381.50
AT3G14660	2207
AT3G14670	0
AT3G14680	32
AT3G14690	1724.50
AT3G14700	13
AT3G14710	6
AT3G14720	811.33
AT3G14730	42.50
AT3G14735	9
AT3G14740	136.50
AT3G14750	148
AT3G14760	64
AT3G14770	359.50
AT3G14780	4
AT3G14790	627
AT3G14810	294
AT3G14820	0
AT3G14830	443.50
AT3G14840	3614
AT3G14850	43
AT3G14855	0
AT3G14860	518
AT3G14870	164
AT3G14880	3
AT3G14890	212
AT3G14900	167.50
AT3G14910	212
AT3G14920	621
AT3G14930	3861.50
AT3G14940	103
AT3G14950	2
AT3G14960	373.50
AT3G14970	0
AT3G14980	377
AT3G14981	13.50
AT3G14990	2582
AT3G15000	1857.00
AT3G15010	663
AT3G15020	714.50
AT3G15030	1567
AT3G15040	413
AT3G15050	10
AT3G15055	0
AT3G15060	216.50
AT3G15070	336.50
AT3G15080	163
AT3G15090	521
AT3G15095	1025
AT3G15110	1438.33
AT3G15111	0
AT3G15115	80
AT3G15120	334.67
AT3G15130	33
AT3G15140	190
AT3G15150	60
AT3G15160	608.50
AT3G15170	1
AT3G15180	575.50
AT3G15190	6666.67
AT3G15200	383.33
AT3G15210	1054.50
AT3G15220	322
AT3G15240	0
AT3G15250	0
AT3G15251	0
AT3G15260	949
AT3G15270	68
AT3G15280	0
AT3G15290	346
AT3G15300	14
AT3G15340	8.50
AT3G15350	1129.33
AT3G15351	130
AT3G15352	414.33
AT3G15353	7515.33
AT3G15354	1135
AT3G15355	572
AT3G15356	1139
AT3G15357	10
AT3G15358	24
AT3G15359	0
AT3G15360	10737
AT3G15370	1
AT3G15380	513
AT3G15390	266.50
AT3G15395	117.50
AT3G15400	59
AT3G15410	793
AT3G15420	39
AT3G15430	1134.50
AT3G15440	0
AT3G15450	416
AT3G15460	170.50
AT3G15470	575
AT3G15480	843.50
AT3G15490	0
AT3G15500	20
AT3G15510	190
AT3G15518	190
AT3G15520	1570.00
AT3G15530	597.50
AT3G15534	2
AT3G15536	1660
AT3G15540	270
AT3G15548	0
AT3G15550	104
AT3G15570	518
AT3G15578	1.50
AT3G15580	678
AT3G15585	0
AT3G15590	487
AT3G15604	0
AT3G15605	40
AT3G15610	604
AT3G15620	91
AT3G15630	567
AT3G15640	1547
AT3G15650	34.50
AT3G15660	1009.00
AT3G15670	2
AT3G15680	389
AT3G15690	1187.50
AT3G15700	0
AT3G15710	576.50
AT3G15720	28
AT3G15730	8662.50
AT3G15740	3
AT3G15750	57
AT3G15760	203.50
AT3G15770	280.50
AT3G15780	154
AT3G15790	459.50
AT3G15800	14.50
AT3G15810	1048.50
AT3G15820	630.00
AT3G15830	5
AT3G15840	8649.00
AT3G15850	3014.50
AT3G15860	0
AT3G15870	5
AT3G15880	1870.00
AT3G15890	74
AT3G15900	395
AT3G15909	0
AT3G15910	1
AT3G15920	411.50
AT3G15930	15
AT3G15940	752.50
AT3G15950	388
AT3G15960	0
AT3G15970	329
AT3G15980	2313
AT3G15990	92
AT3G16000	2911.50
AT3G16010	110
AT3G16020	1
AT3G16030	370
AT3G16040	5.50
AT3G16050	209.50
AT3G16060	993.50
AT3G16070	9
AT3G16080	1591
AT3G16090	346.50
AT3G16100	461.50
AT3G16110	577.25
AT3G16117	0
AT3G16120	12.50
AT3G16130	3372.92
AT3G16140	10238.25
AT3G16150	10.50
AT3G16160	2.50
AT3G16170	287
AT3G16175	31.50
AT3G16180	267.50
AT3G16190	576
AT3G16200	312.50
AT3G16210	0
AT3G16220	630.50
AT3G16230	515.50
AT3G16240	6277.50
AT3G16250	2556.33
AT3G16260	646
AT3G16270	1458
AT3G16280	33
AT3G16290	1965
AT3G16300	0
AT3G16310	401.50
AT3G16320	50
AT3G16330	71
AT3G16340	159
AT3G16350	167
AT3G16360	28
AT3G16370	7624.36
AT3G16380	20
AT3G16390	12
AT3G16400	2504.00
AT3G16410	350.25
AT3G16420	1967.17
AT3G16430	75.08
AT3G16432	0
AT3G16440	4
AT3G16450	415
AT3G16460	866
AT3G16470	2130.50
AT3G16480	996.50
AT3G16490	13
AT3G16500	364
AT3G16510	236
AT3G16520	1710
AT3G16530	2445.08
AT3G16540	3
AT3G16550	0.50
AT3G16552	0
AT3G16555	0
AT3G16560	472
AT3G16565	635.00
AT3G16570	2211.50
AT3G16580	0
AT3G16590	0
AT3G16600	0
AT3G16610	31.00
AT3G16620	184
AT3G16630	1482.50
AT3G16640	16595.75
AT3G16650	117
AT3G16660	128.50
AT3G16670	626
AT3G16680	0
AT3G16690	48
AT3G16700	124
AT3G16710	70
AT3G16712	16
AT3G16720	802.50
AT3G16730	121
AT3G16740	360.50
AT3G16750	107.50
AT3G16760	840
AT3G16770	1109.50
AT3G16780	1061.08
AT3G16785	850.00
AT3G16800	160
AT3G16810	319
AT3G16820	0
AT3G16830	1063.50
AT3G16840	481
AT3G16850	1744
AT3G16851	0
AT3G16857	849
AT3G16860	197
AT3G16870	189
AT3G16880	0
AT3G16890	99
AT3G16895	0
AT3G16900	15
AT3G16910	2380
AT3G16920	95
AT3G16930	0
AT3G16940	881.50
AT3G16950	425.50
AT3G16960	0
AT3G16970	0
AT3G16980	36.50
AT3G16990	341.50
AT3G17000	912
AT3G17010	0
AT3G17020	2759.25
AT3G17030	80.50
