Geneid	/blue/jkim6/share/braskey/data/ref5/HISAT2/WT1.sam
AT3G14870	198
AT3G14880	0
AT3G14890	236
AT3G14900	207
AT3G14910	152
AT3G14920	407.50
AT3G14930	4129
AT3G14940	96
AT3G14950	2
AT3G14960	272
AT3G14970	0
AT3G14980	290.50
AT3G14981	9.50
AT3G14990	913.50
AT3G15000	2294
AT3G15010	713
AT3G15020	581.50
AT3G15030	1675
AT3G15040	493
AT3G15050	3
AT3G15055	0
AT3G15060	300
AT3G15070	242.50
AT3G15080	122
AT3G15090	423.50
AT3G15095	1463.50
AT3G15110	1599
AT3G15111	0
AT3G15115	122.50
AT3G15120	236.50
AT3G15130	33.50
AT3G15140	166
AT3G15150	46
AT3G15160	525.50
AT3G15170	6
AT3G15180	230.50
AT3G15190	8661.08
AT3G15200	536.00
AT3G15210	1643.33
AT3G15220	335
AT3G15240	0
AT3G15250	0
AT3G15251	0
AT3G15260	949
AT3G15270	71
AT3G15280	2
AT3G15290	298
AT3G15300	30
AT3G15340	0
AT3G15350	405
AT3G15351	105
AT3G15352	677.83
AT3G15353	17400.83
AT3G15354	892.50
AT3G15355	269
AT3G15356	6000.75
AT3G15357	21
AT3G15358	48
AT3G15359	0
AT3G15360	13627.36
AT3G15370	0
AT3G15380	403
AT3G15390	160.50
AT3G15395	265
AT3G15400	62.50
AT3G15410	598.50
AT3G15420	44
AT3G15430	745.50
AT3G15440	0
AT3G15450	847.25
AT3G15460	212
AT3G15470	484.50
AT3G15480	1374.50
AT3G15490	0
AT3G15500	51.11
AT3G15510	289.50
AT3G15518	111
AT3G15520	1353.50
AT3G15530	671
AT3G15534	0
AT3G15536	130
AT3G15540	266
AT3G15548	0
AT3G15550	87
AT3G15570	605
AT3G15578	0
AT3G15580	820
AT3G15585	0
AT3G15590	325.50
AT3G15604	0
AT3G15605	46
AT3G15610	673
AT3G15620	77
AT3G15630	797.50
AT3G15640	1829.50
AT3G15650	34
AT3G15660	740
AT3G15670	3
AT3G15680	669.50
AT3G15690	1349
AT3G15700	0
AT3G15710	570
AT3G15720	35
AT3G15730	6589.50
AT3G15740	3
AT3G15750	56.50
AT3G15760	149
AT3G15770	316.00
AT3G15780	173
AT3G15790	401.50
AT3G15800	18
AT3G15810	934.50
AT3G15820	588
AT3G15830	1
AT3G15840	7864
AT3G15850	3768.25
AT3G15860	0.50
AT3G15870	3
AT3G15880	1154.33
AT3G15890	81
AT3G15900	495.50
AT3G15909	0
AT3G15910	0
AT3G15920	333
AT3G15930	29
AT3G15940	553.50
AT3G15950	476.50
AT3G15960	0
AT3G15970	320.50
AT3G15980	1324.50
AT3G15990	63.50
AT3G16000	2008.50
AT3G16010	102
AT3G16020	0
AT3G16030	116
AT3G16040	4
AT3G16050	270.50
AT3G16060	768.67
AT3G16070	13
AT3G16080	2348.83
AT3G16090	318
AT3G16100	774.50
AT3G16110	417.50
AT3G16117	0
AT3G16120	7.33
AT3G16130	5124.12
AT3G16140	16481.45
AT3G16150	47.25
AT3G16160	6.20
AT3G16170	276.50
AT3G16175	42
AT3G16180	362
AT3G16190	479
AT3G16200	303.83
AT3G16210	0
AT3G16220	397.50
AT3G16230	450
AT3G16240	18153
AT3G16250	3078.50
AT3G16260	546.50
AT3G16270	963
AT3G16280	52
AT3G16290	1451.50
AT3G16300	0
AT3G16310	353
AT3G16320	42
AT3G16330	61
AT3G16340	59
AT3G16350	130
AT3G16360	24
AT3G16370	10135.33
AT3G16380	39
AT3G16390	19
AT3G16400	2060.75
AT3G16410	482.75
AT3G16420	2909.83
AT3G16430	36.67
AT3G16432	0
AT3G16440	6
AT3G16450	203
AT3G16460	1006
AT3G16470	1991.33
AT3G16480	652.50
AT3G16490	16
AT3G16500	396
AT3G16510	136.50
AT3G16520	1647
AT3G16530	9239
AT3G16540	1
AT3G16550	0
AT3G16552	0
AT3G16555	0
AT3G16560	469
AT3G16565	332
AT3G16570	3668.83
AT3G16580	0
AT3G16590	0
AT3G16600	1
AT3G16610	24.83
AT3G16620	199
AT3G16630	1156.50
AT3G16640	29725.33
AT3G16650	92
AT3G16660	483
AT3G16670	1794
AT3G16680	0
AT3G16690	85
AT3G16700	83
AT3G16710	50
AT3G16712	15
AT3G16720	630.50
AT3G16730	87
AT3G16740	307
AT3G16750	98
AT3G16760	652
AT3G16770	2179
AT3G16780	1407.50
AT3G16785	513.00
AT3G16800	169
AT3G16810	274
AT3G16820	0
AT3G16830	832
AT3G16840	433
AT3G16850	2649.17
AT3G16851	0
AT3G16857	748
AT3G16860	115
AT3G16870	208
AT3G16880	0
AT3G16890	35
AT3G16895	0
AT3G16900	4
AT3G16910	2229.50
AT3G16920	77.50
AT3G16930	0
AT3G16940	557
AT3G16950	450
AT3G16960	0
AT3G16970	0
AT3G16980	20.50
AT3G16990	199.50
AT3G17000	510
AT3G17010	0
AT3G17020	3687.75
AT3G17030	36.00
AT3G17040	1008
AT3G17060	0
AT3G17070	141
AT3G17080	0
AT3G17090	1031
AT3G17100	1020
AT3G17120	734
AT3G17130	56
AT3G17140	0
AT3G17150	0
AT3G17152	1
AT3G17155	0
AT3G17160	309
AT3G17170	1147.17
AT3G17180	0
AT3G17185	476
AT3G17190	0
AT3G17205	804.00
AT3G17210	1891.00
AT3G17220	3
AT3G17225	12.50
AT3G17230	1
AT3G17240	1790.50
AT3G17250	108
AT3G17261	0
AT3G17265	0
AT3G17270	0
AT3G17280	22
AT3G17300	370.50
AT3G17310	278
AT3G17320	0
AT3G17330	347
AT3G17340	552.33
AT3G17350	194
AT3G17360	78.50
AT3G17365	191.50
AT3G17370	0
AT3G17380	147.50
AT3G17390	16719.00
AT3G17400	0
AT3G17410	1549.50
AT3G17420	235
AT3G17430	447.50
AT3G17440	652.50
AT3G17450	207
AT3G17460	36
AT3G17465	534
AT3G17470	499
AT3G17480	0
AT3G17490	0
AT3G17500	0
AT3G17510	908.50
AT3G17520	0
AT3G17530	0
AT3G17540	0.50
AT3G17550	0
AT3G17560	0
AT3G17570	0
AT3G17580	5
AT3G17590	236.00
AT3G17600	0
AT3G17609	213.50
AT3G17611	176
AT3G17620	1
AT3G17626	94
AT3G17630	33
AT3G17640	151.50
AT3G17650	1520.50
AT3G17660	35
AT3G17668	125
AT3G17670	238.50
AT3G17675	0
AT3G17680	95
AT3G17690	21
AT3G17700	421
AT3G17710	93.50
AT3G17712	97
AT3G17720	0
AT3G17730	21
AT3G17740	210.50
AT3G17750	479
AT3G17760	0
AT3G17770	878.50
AT3G17780	699
AT3G17790	473.50
AT3G17800	1619
AT3G17810	943.50
AT3G17820	1065.50
AT3G17830	131
AT3G17840	672.50
AT3G17845	0
AT3G17850	1155
AT3G17860	508
AT3G17880	519.50
AT3G17890	60
AT3G17900	635
AT3G17910	152
AT3G17920	261.50
AT3G17930	1751
AT3G17940	743
AT3G17950	243
AT3G17970	687
AT3G17980	0
AT3G17998	334.33
AT3G18000	334.33
AT3G18010	38
AT3G18020	45.50
AT3G18030	188.50
AT3G18035	1463.50
AT3G18040	386
AT3G18050	2322.50
AT3G18060	2411.83
AT3G18070	26
AT3G18080	4995.50
AT3G18090	109.50
AT3G18100	77
AT3G18110	727.50
AT3G18120	0
AT3G18130	1419
AT3G18140	1006.00
AT3G18150	0
AT3G18160	283.50
AT3G18165	701
AT3G18170	263
AT3G18180	0
AT3G18190	1173
AT3G18200	0
AT3G18210	316
AT3G18215	431
AT3G18217	51
AT3G18220	0
AT3G18230	397
AT3G18235	2
AT3G18240	222.50
AT3G18250	53
AT3G18260	45
AT3G18270	481
AT3G18280	488
AT3G18282	0
AT3G18290	4039.50
AT3G18291	0
AT3G18295	270
AT3G18300	105
AT3G18310	154
AT3G18320	95
AT3G18330	0
AT3G18340	0
AT3G18350	235.50
AT3G18360	8
AT3G18362	0
AT3G18370	1278
AT3G18380	255.00
AT3G18390	2271
AT3G18400	20
AT3G18410	1407.50
AT3G18420	1076
AT3G18430	322
AT3G18440	467.50
AT3G18450	0
AT3G18460	0
AT3G18470	0
AT3G18480	429
AT3G18485	25
AT3G18490	4818.50
AT3G18500	629
AT3G18510	64
AT3G18518	0
AT3G18520	533.50
AT3G18524	147
AT3G18530	21.50
AT3G18535	272
AT3G18550	0
AT3G18560	41.50
AT3G18570	0
AT3G18580	184
AT3G18590	0
AT3G18600	363
AT3G18610	14
AT3G18620	136.50
AT3G18630	31.50
AT3G18640	343
AT3G18650	0
AT3G18660	40
AT3G18670	4
AT3G18680	2150.75
AT3G18690	445
AT3G18700	0
AT3G18710	242
AT3G18715	8
AT3G18720	4
AT3G18730	87
AT3G18740	4684
AT3G18750	259.50
AT3G18760	275.50
AT3G18770	106
AT3G18773	107.50
AT3G18779	0
AT3G18780	15008.75
AT3G18790	362
AT3G18800	165
AT3G18810	0
AT3G18815	0
AT3G18820	2389.50
AT3G18827	0
AT3G18830	1971
AT3G18840	2
AT3G18850	218
AT3G18860	875.50
AT3G18870	187
AT3G18880	21
AT3G18890	3235
AT3G18895	0
AT3G18900	21
AT3G18910	89
AT3G18930	448
AT3G18940	352
AT3G18950	178
AT3G18952	0
AT3G18957	0
AT3G18960	50
AT3G18970	66
AT3G18980	357
AT3G18990	478.50
AT3G19000	373.33
AT3G19002	137.33
AT3G19010	2078.83
AT3G19020	252
AT3G19030	824
AT3G19035	0
AT3G19040	5
AT3G19050	125.17
AT3G19055	0
AT3G19070	0
AT3G19080	110
AT3G19085	0
AT3G19090	0
AT3G19100	654
AT3G19120	262
AT3G19130	1026
AT3G19140	0
AT3G19150	150.00
AT3G19160	0
AT3G19170	4880.83
AT3G19180	303
AT3G19184	2
AT3G19190	515
AT3G19200	13
AT3G19210	67
AT3G19220	343
AT3G19230	18
AT3G19235	0
AT3G19240	408
AT3G19250	55
AT3G19260	323
AT3G19270	23
AT3G19274	0
AT3G19280	136.50
AT3G19290	407
AT3G19300	54.50
AT3G19310	3
AT3G19320	0
AT3G19330	56
AT3G19340	640.50
AT3G19350	18.50
AT3G19360	103
AT3G19370	197.50
AT3G19380	463.50
AT3G19390	6
AT3G19400	338
AT3G19410	0
AT3G19420	1389
AT3G19430	5
AT3G19440	73
AT3G19450	1812.50
AT3G19460	383
AT3G19470	63.50
AT3G19480	834.83
AT3G19490	1408.33
AT3G19500	21
AT3G19508	135
AT3G19510	128
AT3G19515	318
AT3G19520	827.50
AT3G19530	0
AT3G19540	542
AT3G19550	25
AT3G19553	1220
AT3G19560	0
AT3G19570	267.50
AT3G19580	74
AT3G19590	226
AT3G19595	0
AT3G19600	0
AT3G19610	0
AT3G19615	0
AT3G19620	47
AT3G19630	199
AT3G19640	508.50
AT3G19650	161.50
AT3G19660	140
AT3G19663	0
AT3G19670	277
AT3G19680	2864.50
AT3G19690	44
AT3G19700	539.00
AT3G19710	3200.50
AT3G19720	1067.50
AT3G19740	480.50
AT3G19760	2017.50
AT3G19770	289.33
AT3G19780	236
AT3G19790	303
AT3G19800	1268.50
AT3G19810	795.50
AT3G19820	5119.50
AT3G19830	598.50
AT3G19840	248
AT3G19850	419
AT3G19860	499.50
AT3G19870	616
AT3G19880	0
AT3G19890	0
AT3G19895	178
AT3G19900	967
AT3G19910	472.50
AT3G19920	0
AT3G19930	944.50
AT3G19940	0
AT3G19950	475
AT3G19960	819.50
AT3G19970	155.50
AT3G19980	658.50
AT3G19990	392.50
AT3G20000	1247
AT3G20010	140
AT3G20015	236
AT3G20020	182
AT3G20030	0
AT3G20040	76
AT3G20050	2394.50
AT3G20060	1171
AT3G20070	120
AT3G20080	194
AT3G20090	62
AT3G20100	250
AT3G20110	1
AT3G20120	222
AT3G20130	22
AT3G20140	0
AT3G20150	84
AT3G20155	0
AT3G20160	0
AT3G20170	169
AT3G20180	0
AT3G20190	1
AT3G20200	41
AT3G20210	23.67
AT3G20220	23.67
AT3G20230	1573.17
AT3G20240	382
AT3G20250	443
AT3G20260	192.50
AT3G20270	236
AT3G20280	102
AT3G20290	734
AT3G20300	364
AT3G20310	924.33
AT3G20320	1006.50
AT3G20330	717
AT3G20340	5
AT3G20350	196
AT3G20360	2
AT3G20362	1
AT3G20365	0
AT3G20370	58
AT3G20380	0
AT3G20390	4692.75
AT3G20395	19
AT3G20400	0
AT3G20410	808
AT3G20420	113
AT3G20430	164.00
AT3G20440	158.50
AT3G20450	41
AT3G20460	7
AT3G20470	288
AT3G20475	21
AT3G20480	30
AT3G20490	113
AT3G20500	450
AT3G20510	471.50
AT3G20520	5
AT3G20530	1
AT3G20540	411
AT3G20550	172
AT3G20555	0
AT3G20557	0
AT3G20560	260
AT3G20570	96
AT3G20580	0
AT3G20590	12.50
AT3G20600	521.50
AT3G20610	0
AT3G20620	185
AT3G20630	608
AT3G20640	69
AT3G20650	282
AT3G20655	0
AT3G20660	34
AT3G20670	1023.50
AT3G20680	677
AT3G20690	0
AT3G20700	0
AT3G20710	0
AT3G20720	497
AT3G20730	53.50
AT3G20740	213.50
AT3G20750	0
AT3G20760	0
AT3G20770	2186.00
AT3G20780	131
AT3G20790	897
AT3G20800	651.50
AT3G20810	1564.00
AT3G20820	1766
AT3G20830	90
AT3G20840	0
AT3G20850	0
AT3G20860	67
AT3G20865	31.50
AT3G20870	684.50
AT3G20880	0
AT3G20885	0
AT3G20890	245
AT3G20898	50
AT3G20900	30.50
AT3G20910	131.50
AT3G20920	616.50
AT3G20930	415
AT3G20935	3
AT3G20940	0
AT3G20950	0
AT3G20960	34
AT3G20966	0
AT3G20970	398
AT3G20978	0
AT3G20980	0
AT3G20993	0
AT3G20997	0
AT3G21000	0
AT3G21055	38730.50
AT3G21060	176.50
AT3G21070	488.50
AT3G21080	45
AT3G21090	33
AT3G21100	150
AT3G21110	327.50
AT3G21120	0
AT3G21130	0
AT3G21140	385.00
AT3G21150	100
AT3G21160	453
AT3G21170	0
AT3G21175	301
AT3G21180	0
AT3G21190	689.50
AT3G21200	1826.00
AT3G21210	25.50
AT3G21215	603.50
AT3G21220	565.50
AT3G21230	147
AT3G21240	93.50
AT3G21250	564.50
AT3G21260	84
AT3G21270	580
AT3G21280	270
AT3G21290	219.50
AT3G21295	143
AT3G21300	301
AT3G21310	14.50
AT3G21320	6.50
AT3G21330	8
AT3G21338	0
AT3G21340	0
AT3G21350	277.50
AT3G21351	26.50
AT3G21352	0
AT3G21360	210.50
AT3G21370	10.50
AT3G21371	0
AT3G21380	0
AT3G21390	310
AT3G21400	118
AT3G21410	0
AT3G21420	17.50
AT3G21430	308.00
AT3G21450	0
AT3G21460	182.50
AT3G21465	208.50
AT3G21470	24.50
AT3G21475	0
AT3G21480	94
AT3G21490	0
AT3G21500	17
AT3G21510	67.50
AT3G21520	10.50
AT3G21530	105
AT3G21540	190.50
AT3G21550	107
AT3G21560	748.50
AT3G21570	0
AT3G21580	395
AT3G21590	0
AT3G21600	15
AT3G21610	407.50
AT3G21620	8
AT3G21630	645
AT3G21640	266
AT3G21650	354
AT3G21660	0
AT3G21670	1078
AT3G21680	8
AT3G21690	2027.50
AT3G21700	254
AT3G21710	11
AT3G21720	2
AT3G21730	0
AT3G21740	98
AT3G21750	1126
AT3G21755	733.83
AT3G21760	727.83
AT3G21770	103
AT3G21780	103.50
AT3G21781	26.50
AT3G21790	667
AT3G21800	0
AT3G21805	11
AT3G21810	167
AT3G21820	247
AT3G21830	0
AT3G21840	0
AT3G21850	2
AT3G21860	1
AT3G21865	1065
AT3G21870	151.50
AT3G21880	0
AT3G21890	69.50
AT3G21900	0
AT3G21910	0
AT3G21920	0
AT3G21930	0
AT3G21940	1
AT3G21945	1
AT3G21950	262
AT3G21960	0
AT3G21970	0
AT3G21980	0
AT3G21990	0
AT3G22000	0
AT3G22010	0
AT3G22020	0
AT3G22022	0
AT3G22030	0
AT3G22040	0
AT3G22050	0
AT3G22053	0
AT3G22057	0
AT3G22060	324
AT3G22070	33.75
AT3G22072	33.75
AT3G22080	0
AT3G22090	3
AT3G22100	9.33
AT3G22104	326
AT3G22110	2267.50
AT3G22120	5857.08
AT3G22121	2928.58
AT3G22142	398.33
AT3G22150	561.50
AT3G22160	136
AT3G22170	789.50
AT3G22180	165.50
AT3G22183	98.50
AT3G22190	580.50
AT3G22200	2477.33
AT3G22210	1838.83
AT3G22220	273
AT3G22230	3667.50
AT3G22231	16167.06
AT3G22235	17317.97
AT3G22240	310.83
AT3G22250	0
AT3G22260	135
AT3G22270	556
AT3G22275	8
AT3G22290	432
AT3G22300	384
AT3G22310	308
AT3G22320	1092
AT3G22330	785
AT3G22345	0
AT3G22350	0
AT3G22360	0
AT3G22370	768.50
AT3G22380	3260.50
AT3G22400	95
AT3G22410	41
AT3G22415	16
AT3G22420	250
AT3G22421	0
AT3G22425	400.50
AT3G22430	96
AT3G22436	0
AT3G22440	2810.50
AT3G22450	37.50
AT3G22460	94
AT3G22470	32
AT3G22480	461.50
AT3G22490	5.50
AT3G22500	0
AT3G22510	0
AT3G22520	437.50
AT3G22530	421.50
AT3G22540	3
AT3G22550	495.50
AT3G22560	3
AT3G22570	0
AT3G22580	0
AT3G22590	268.50
AT3G22600	181
AT3G22620	35.33
AT3G22630	964.83
AT3G22640	0
AT3G22650	0
AT3G22660	340
AT3G22670	39.50
AT3G22680	184
AT3G22690	38
AT3G22700	1
AT3G22710	0
AT3G22720	0
AT3G22723	0
AT3G22730	0
AT3G22740	218
AT3G22750	292
AT3G22760	216
AT3G22770	7
AT3G22780	456.50
AT3G22790	272.50
AT3G22800	4
AT3G22810	79
AT3G22820	35
AT3G22830	3
AT3G22840	120
AT3G22845	1302
AT3G22850	603.50
AT3G22860	1
AT3G22870	0
AT3G22880	144.50
AT3G22886	20.50
AT3G22890	12241.83
AT3G22900	66.50
AT3G22910	42
AT3G22920	0
AT3G22930	48
AT3G22940	0
AT3G22942	213
AT3G22950	530.83
AT3G22960	4106.25
AT3G22961	1
AT3G22968	1492.92
AT3G22970	1492.92
AT3G22980	229
AT3G22990	364
AT3G23000	2199
AT3G23010	34
AT3G23020	49
AT3G23030	997.50
AT3G23040	0
AT3G23050	2924.50
AT3G23060	0
AT3G23070	488.50
AT3G23080	614
AT3G23090	130
AT3G23100	242
AT3G23110	308
AT3G23120	191
AT3G23125	0
AT3G23130	0
AT3G23140	0
AT3G23145	0
AT3G23150	82
AT3G23160	177
AT3G23165	0
AT3G23167	0
AT3G23170	540
AT3G23171	0
AT3G23172	0
AT3G23175	3
AT3G23180	0
AT3G23190	6
AT3G23200	64
AT3G23210	135
AT3G23220	0
AT3G23230	20
AT3G23240	11
AT3G23245	0
AT3G23250	12
AT3G23255	123
AT3G23260	5
AT3G23270	1
AT3G23280	1960
AT3G23290	314
AT3G23300	1510.50
AT3G23310	484
AT3G23320	0
AT3G23325	245.50
AT3G23326	0
AT3G23330	26.50
AT3G23340	173
AT3G23350	0
AT3G23360	0
AT3G23370	13
AT3G23380	0
AT3G23390	2727.50
AT3G23400	4296.83
AT3G23410	601.50
AT3G23420	0
AT3G23430	106
AT3G23440	31
AT3G23450	839.50
AT3G23460	0
AT3G23470	2.25
AT3G23480	318.25
AT3G23490	1622.50
AT3G23510	19.17
AT3G23530	1093.33
AT3G23540	376
AT3G23550	1375.25
AT3G23560	170
AT3G23570	1193.50
AT3G23580	630.50
AT3G23590	428.50
AT3G23600	4676.50
AT3G23605	133
AT3G23610	74
AT3G23620	675
AT3G23630	2
AT3G23633	0
AT3G23635	8
AT3G23637	0
AT3G23640	912
AT3G23650	0
AT3G23660	834.33
AT3G23670	89
AT3G23680	0
AT3G23685	0
AT3G23690	733.50
AT3G23700	3165.11
AT3G23710	262.50
AT3G23715	0
AT3G23727	0
AT3G23730	897
AT3G23740	88.50
AT3G23750	1224
AT3G23760	456
AT3G23770	0
AT3G23780	374
AT3G23790	115
AT3G23800	0
AT3G23805	483.50
AT3G23810	10116.33
AT3G23820	6849.83
AT3G23830	466.50
AT3G23840	328.50
AT3G23850	0
AT3G23860	0
AT3G23870	41
AT3G23880	86
AT3G23890	264
AT3G23900	415.50
AT3G23910	187.50
AT3G23920	1394.83
AT3G23930	9
AT3G23940	1269
AT3G23950	0
AT3G23955	1
AT3G23960	0.50
AT3G23970	0
AT3G23980	496
AT3G23990	1307.50
AT3G24000	94
AT3G24010	284
AT3G24020	14.50
AT3G24030	409.42
AT3G24040	459
AT3G24050	1383.50
AT3G24060	0
AT3G24065	7
AT3G24068	0
AT3G24070	303
AT3G24080	526
AT3G24090	98
AT3G24093	0
AT3G24100	529
AT3G24110	20.50
AT3G24120	340.11
AT3G24130	0
AT3G24140	380.50
AT3G24150	135.50
AT3G24160	4293.67
AT3G24170	1774.00
AT3G24180	1133
AT3G24190	1426
AT3G24200	528.00
AT3G24210	3
AT3G24216	0
AT3G24220	0
AT3G24225	5
AT3G24230	2
AT3G24240	0
AT3G24250	0
AT3G24255	37
AT3G24260	0
AT3G24270	0
AT3G24280	0
AT3G24290	0
AT3G24300	8
AT3G24310	0
AT3G24315	257
AT3G24320	108.50
AT3G24330	0
AT3G24332	0
AT3G24340	2
AT3G24350	557
AT3G24360	37
AT3G24420	173
AT3G24430	2410.50
AT3G24440	218
AT3G24450	34
AT3G24460	101
AT3G24465	0
AT3G24480	2074.50
AT3G24490	238
AT3G24495	141
AT3G24500	337
AT3G24503	5014.50
AT3G24506	632
AT3G24508	0
AT3G24510	0
AT3G24513	0
AT3G24515	52
AT3G24516	0
AT3G24517	0
AT3G24518	101.67
AT3G24520	104.67
AT3G24530	610
AT3G24535	7
AT3G24540	0
AT3G24542	0
AT3G24550	1803.00
AT3G24560	113
AT3G24570	566.50
AT3G24580	0
AT3G24590	1278
AT3G24600	1
AT3G24610	0
AT3G24612	1.50
AT3G24614	0
AT3G24615	2
AT3G24620	0
AT3G24630	67
AT3G24640	0
AT3G24650	0
AT3G24660	120
AT3G24670	139
AT3G24690	0
AT3G24700	0
AT3G24710	0
AT3G24715	28
AT3G24730	201
AT3G24740	311
AT3G24750	1
AT3G24760	331
AT3G24770	689
AT3G24780	8
AT3G24790	0
AT3G24800	210
AT3G24810	40
AT3G24820	148
AT3G24830	6099.50
AT3G24840	80
AT3G24850	0
AT3G24860	92.00
AT3G24870	321.02
AT3G24880	328.30
AT3G24890	67
AT3G24900	31
AT3G24929	28.50
AT3G24982	65.25
AT3G25010	508.50
AT3G25011	0
AT3G25013	11
AT3G25014	0
AT3G25020	192.25
AT3G25030	189.50
AT3G25040	1056
AT3G25050	0
AT3G25060	11
AT3G25070	911.50
AT3G25080	0
AT3G25090	0
AT3G25099	0
AT3G25100	107.50
AT3G25110	245
AT3G25120	461
AT3G25130	33
AT3G25140	1532
AT3G25150	847
AT3G25160	0
AT3G25165	0
AT3G25170	0
AT3G25180	23
AT3G25190	28
AT3G25200	0
AT3G25210	94
AT3G25220	1107.50
AT3G25221	2.50
AT3G25230	1067.50
AT3G25233	0.50
AT3G25240	3
AT3G25250	11
AT3G25260	0
AT3G25265	0.50
AT3G25270	0
AT3G25280	0
AT3G25290	79
AT3G25400	96
AT3G25410	666
AT3G25420	0
AT3G25430	79
AT3G25440	63
AT3G25460	0.50
AT3G25470	1376
AT3G25480	1119
AT3G25490	3
AT3G25500	874.50
AT3G25510	45
AT3G25520	7722.50
AT3G25530	2697.83
AT3G25540	561.50
AT3G25545	273
AT3G25550	3
AT3G25560	114.50
AT3G25570	109.50
AT3G25572	109.50
AT3G25573	0
AT3G25577	0
AT3G25580	244
AT3G25585	634.50
AT3G25590	171.50
AT3G25597	67
AT3G25600	393
AT3G25610	446.50
AT3G25620	58
AT3G25640	22
AT3G25650	0
AT3G25655	0
AT3G25660	3020.50
AT3G25670	93
AT3G25680	344
AT3G25690	4643.50
AT3G25700	308
AT3G25710	73
AT3G25715	0
AT3G25716	0
AT3G25717	311
AT3G25719	0
AT3G25720	0
AT3G25727	0
AT3G25730	32
AT3G25740	269
AT3G25750	0
AT3G25760	1228.50
AT3G25770	10045
AT3G25780	396.33
AT3G25790	0
AT3G25795	0
AT3G25800	1066.50
AT3G25805	654.50
AT3G25810	0
AT3G25820	0
AT3G25830	0
AT3G25840	591.00
AT3G25850	0
AT3G25855	6
AT3G25860	2230.50
AT3G25870	163
AT3G25880	22
AT3G25882	160
AT3G25890	594
AT3G25900	157
AT3G25905	24
AT3G25910	994.33
AT3G25920	13475.17
AT3G25930	1
AT3G25940	126
AT3G25950	1.50
AT3G25960	0
AT3G25970	30
AT3G25980	176.00
AT3G25990	27.50
AT3G26000	650.50
AT3G26010	0
AT3G26020	432.50
AT3G26030	1640.50
AT3G26040	14.50
AT3G26050	30
AT3G26060	10930.33
AT3G26070	3930.00
AT3G26080	471
AT3G26085	651.50
AT3G26090	219.50
AT3G26100	859.50
AT3G26110	0
AT3G26115	104
AT3G26120	0
AT3G26125	12.50
AT3G26130	4
AT3G26140	0
AT3G26147	0
AT3G26150	0
AT3G26160	1
AT3G26170	543.75
AT3G26180	1579.50
AT3G26190	0
AT3G26200	627.50
AT3G26210	318.50
AT3G26220	173
AT3G26230	331
AT3G26235	7
AT3G26240	206
AT3G26250	0
AT3G26270	0
AT3G26280	773.50
AT3G26290	280
AT3G26300	553.50
AT3G26310	143
AT3G26320	121
AT3G26330	24
AT3G26340	450.00
AT3G26350	5
AT3G26360	321.50
AT3G26370	582.33
AT3G26380	341.50
AT3G26390	0
AT3G26400	383
AT3G26410	128
AT3G26420	1058.58
AT3G26430	1058.58
AT3G26440	58
AT3G26445	28
AT3G26450	2195
AT3G26460	13
AT3G26470	49.33
AT3G26480	9.33
AT3G26490	236
AT3G26500	169
AT3G26510	725.50
AT3G26511	0
AT3G26520	32052.00
AT3G26539	16
AT3G26540	65.50
AT3G26550	4.50
AT3G26560	677
AT3G26561	0
AT3G26570	4299.33
AT3G26580	3454.50
AT3G26590	539.50
AT3G26600	401
AT3G26610	0
AT3G26612	149
AT3G26616	0
AT3G26618	518
AT3G26620	0.50
AT3G26630	561.83
AT3G26640	178
AT3G26650	59702.75
AT3G26660	0
AT3G26670	612.50
AT3G26680	137
AT3G26690	57.50
AT3G26700	284
AT3G26710	2438
AT3G26720	796.50
AT3G26730	1371
AT3G26740	18558.83
AT3G26742	5
AT3G26744	764
AT3G26747	0
AT3G26750	39
AT3G26760	37
AT3G26770	13
AT3G26780	967.67
AT3G26782	120
AT3G26790	0
AT3G26800	0
AT3G26810	1155.50
AT3G26812	1
AT3G26813	2
AT3G26815	39
AT3G26816	11
AT3G26818	37
AT3G26819	3
AT3G26820	0
AT3G26830	408.50
AT3G26840	322
AT3G26850	100.50
AT3G26855	0
AT3G26860	0
AT3G26870	0
AT3G26880	0
AT3G26890	540
AT3G26900	2316.50
AT3G26910	219
AT3G26920	181
AT3G26922	44.50
AT3G26930	2.50
AT3G26932	137
AT3G26934	0
AT3G26935	738.75
AT3G26940	0
AT3G26950	589
AT3G26960	248
AT3G26980	481
AT3G26990	146.50
AT3G27000	119
AT3G27010	181.50
AT3G27020	1191
AT3G27025	15
AT3G27027	10
AT3G27030	192
AT3G27040	0
AT3G27050	618.50
AT3G27060	2065.50
AT3G27070	11
AT3G27080	688
AT3G27090	2560
AT3G27100	266.00
AT3G27110	524.50
AT3G27120	104.50
AT3G27130	3.50
AT3G27140	0
AT3G27150	4
AT3G27160	8629.17
AT3G27170	150.50
AT3G27180	508
AT3G27190	170
AT3G27200	99.50
AT3G27210	293
AT3G27220	184
AT3G27230	938
AT3G27240	1821.50
AT3G27250	2
AT3G27260	570
AT3G27270	42
AT3G27280	408
AT3G27290	14
AT3G27300	887
AT3G27310	416.50
AT3G27320	378
AT3G27325	418
AT3G27328	0
AT3G27329	0
AT3G27330	56
AT3G27331	0
AT3G27340	411.00
AT3G27350	164
AT3G27360	364
AT3G27380	1548
AT3G27390	798.50
AT3G27400	132
AT3G27410	3
AT3G27415	0
AT3G27416	0
AT3G27420	136
